Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2020-01-15 13:33:43,"Push",1h 12m,"Strict Military Press (Barbell)",5,40.0,4,0,0,,,
2020-01-15 13:33:43,"Push",1h 12m,"Cable Crossover",1,10.0,10,0,0,"",,
2020-01-15 13:33:43,"Push",1h 12m,"Cable Crossover",2,10.0,10,0,0,,,
2020-01-15 13:33:43,"Push",1h 12m,"Cable Crossover",3,10.0,10,0,0,,,
2020-01-15 13:33:43,"Push",1h 12m,"Triceps Dip",1,0,20,0,0,"",,
2020-01-15 13:33:43,"Push",1h 12m,"Triceps Dip",2,0,20,0,0,,,
2020-01-15 13:33:43,"Push",1h 12m,"Triceps Dip",3,0,20,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Sumo Deadlift (Barbell)",1,60.0,8,0,0,"","",
2020-01-16 12:09:48,"Pull",52m,"Sumo Deadlift (Barbell)",2,100.0,3,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Sumo Deadlift (Barbell)",3,120.0,3,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Sumo Deadlift (Barbell)",4,140.0,0,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Deficit Deadlift (Barbell)",1,100.0,3,0,0,"",,
2020-01-16 12:09:48,"Pull",52m,"Deficit Deadlift (Barbell)",2,100.0,3,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Deficit Deadlift (Barbell)",3,100.0,3,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Iso-Lateral Row (Machine)",1,55.0,10,0,0,"",,
2020-01-16 12:09:48,"Pull",52m,"Iso-Lateral Row (Machine)",2,55.0,10,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Iso-Lateral Row (Machine)",3,55.0,10,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Lat Pulldown (Machine)",1,54.0,10,0,0,"",,
2020-01-16 12:09:48,"Pull",52m,"Lat Pulldown (Machine)",2,54.0,10,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Lat Pulldown (Machine)",3,54.0,10,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Box Jump",1,0,8,0,0,"",,
2020-01-16 12:09:48,"Pull",52m,"Box Jump",2,0,5,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Box Jump",3,0,5,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Box Jump",4,0,5,0,0,,,
2020-01-16 12:09:48,"Pull",52m,"Box Jump",5,0,5,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Incline Bench Press (Barbell)",1,20.0,12,0,0,"Pause","",
2020-01-18 13:24:11,"Push",57m,"Incline Bench Press (Barbell)",2,40.0,8,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Incline Bench Press (Barbell)",3,70.0,1,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Incline Bench Press (Barbell)",4,50.0,5,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Incline Bench Press (Barbell)",5,55.0,5,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Incline Bench Press (Barbell)",6,55.0,5,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Incline Bench Press (Barbell)",7,55.0,5,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Incline Bench Press (Barbell)",8,55.0,5,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Strict Military Press (Barbell)",1,20.0,8,0,0,"",,
2020-01-18 13:24:11,"Push",57m,"Strict Military Press (Barbell)",2,40.0,2,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Strict Military Press (Barbell)",3,40.0,5,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Strict Military Press (Barbell)",4,40.0,4,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Strict Military Press (Barbell)",5,40.0,4,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Strict Military Press (Barbell)",6,40.0,4,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Shrug (Barbell)",1,60.0,20,0,0,"",,
2020-01-18 13:24:11,"Push",57m,"Shrug (Barbell)",2,60.0,20,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Shrug (Barbell)",3,60.0,20,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Calf Press on Leg Press",1,95.0,25,0,0,"",,
2020-01-18 13:24:11,"Push",57m,"Calf Press on Leg Press",2,95.0,25,0,0,,,
2020-01-18 13:24:11,"Push",57m,"Calf Press on Leg Press",3,95.0,25,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Sumo Deadlift (Barbell)",1,60.0,8,0,0,"","",
2020-01-20 11:57:30,"Pull",1h 24m,"Sumo Deadlift (Barbell)",2,100.0,4,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Sumo Deadlift (Barbell)",3,120.0,2,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Sumo Deadlift (Barbell)",4,140.0,1,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Deficit Deadlift (Barbell)",1,100.0,1,0,0,"",,
2020-01-20 11:57:30,"Pull",1h 24m,"Deficit Deadlift (Barbell)",2,110.0,3,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Deficit Deadlift (Barbell)",3,110.0,3,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Deficit Deadlift (Barbell)",4,120.0,2,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Pull Up",1,0.0,8,0,0,"",,
2020-01-20 11:57:30,"Pull",1h 24m,"Pull Up",2,5.0,6,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Pull Up",3,5.0,6,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Pull Up",4,5.0,6,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Pull Up",5,5.0,6,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Seated Row (Cable)",1,47.0,8,0,0,"",,
2020-01-20 11:57:30,"Pull",1h 24m,"Seated Row (Cable)",2,67.0,8,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Seated Row (Cable)",3,67.0,8,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Seated Row (Cable)",4,67.0,8,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Face Pull (Cable)",1,24.5,12,0,0,"",,
2020-01-20 11:57:30,"Pull",1h 24m,"Face Pull (Cable)",2,24.5,12,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Bicep Curl (Cable)",1,21.0,10,0,0,"",,
2020-01-20 11:57:30,"Pull",1h 24m,"Bicep Curl (Cable)",2,21.0,10,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Bicep Curl (Cable)",3,21.0,10,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Lateral Raise (Dumbbell)",1,9.0,15,0,0,"",,
2020-01-20 11:57:30,"Pull",1h 24m,"Lateral Raise (Dumbbell)",2,9.0,15,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Lateral Raise (Dumbbell)",3,9.0,15,0,0,,,
2020-01-20 11:57:30,"Pull",1h 24m,"Shrug (Dumbbell)",1,20.0,20,0,0,"",,
2020-01-20 11:57:30,"Pull",1h 24m,"Shrug (Dumbbell)",2,20.0,20,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Bench Press (Barbell)",1,20.0,12,0,0,"","",
2020-01-22 11:50:08,"Push",1h 23m,"Bench Press (Barbell)",2,50.0,8,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Bench Press (Barbell)",3,70.0,4,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Bench Press (Barbell)",4,90.0,1,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Bench Press (Barbell)",5,90.0,1,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Bench Press (Barbell)",6,80.0,4,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Bench Press (Barbell)",7,70.0,6,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Bench Press (Barbell)",8,65.0,8,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Strict Military Press (Barbell)",1,20.0,8,0,0,"",,
2020-01-22 11:50:08,"Push",1h 23m,"Strict Military Press (Barbell)",2,35.0,3,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Strict Military Press (Barbell)",3,40.0,6,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Strict Military Press (Barbell)",4,40.0,5,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Strict Military Press (Barbell)",5,40.0,4,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Strict Military Press (Barbell)",6,40.0,4,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Incline Bench Press (Barbell)",1,45.0,10,0,0,"",,
2020-01-22 11:50:08,"Push",1h 23m,"Incline Bench Press (Barbell)",2,45.0,10,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Incline Bench Press (Barbell)",3,45.0,8,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Shrug (Dumbbell)",1,20.0,21,0,0,"",,
2020-01-22 11:50:08,"Push",1h 23m,"Shrug (Dumbbell)",2,20.0,21,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Cable Crossover",1,10.0,12,0,0,"",,
2020-01-22 11:50:08,"Push",1h 23m,"Cable Crossover",2,10.0,12,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Cable Crossover",3,10.0,12,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Triceps Extension",1,17.5,12,0,0,"",,
2020-01-22 11:50:08,"Push",1h 23m,"Triceps Extension",2,17.5,11,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Triceps Extension",3,17.5,10,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Seated Row (Cable)",1,47.0,8,0,0,"",,
2020-01-22 11:50:08,"Push",1h 23m,"Seated Row (Cable)",2,67.0,8,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Seated Row (Cable)",3,67.0,8,0,0,,,
2020-01-22 11:50:08,"Push",1h 23m,"Seated Row (Cable)",4,67.0,8,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Box Jump",1,0,8,0,0,"","",
2020-01-24 12:22:13,"Legs",52m,"Box Jump",2,0,6,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Box Jump",3,0,6,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Squat (Barbell)",1,20.0,8,0,0,"",,
2020-01-24 12:22:13,"Legs",52m,"Squat (Barbell)",2,60.0,6,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Squat (Barbell)",3,90.0,3,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Squat (Barbell)",4,110.0,2,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Squat (Barbell)",5,110.0,2,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Squat (Barbell)",6,110.0,2,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Squat (Barbell)",7,110.0,2,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Squat (Barbell)",8,100.0,2,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Squat (Barbell)",9,100.0,2,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Deficit Deadlift (Barbell)",1,90.0,3,0,0,"",,
2020-01-24 12:22:13,"Legs",52m,"Deficit Deadlift (Barbell)",2,100.0,3,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Deficit Deadlift (Barbell)",3,100.0,3,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Deficit Deadlift (Barbell)",4,100.0,3,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Calf Press on Leg Press",1,95.0,25,0,0,"",,
2020-01-24 12:22:13,"Legs",52m,"Calf Press on Leg Press",2,95.0,25,0,0,,,
2020-01-24 12:22:13,"Legs",52m,"Calf Press on Leg Press",3,95.0,20,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Sumo Deadlift (Barbell)",1,60.0,8,0,0,"","",
2020-01-25 13:13:35,"Pull",1h 19m,"Sumo Deadlift (Barbell)",2,90.0,4,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Sumo Deadlift (Barbell)",3,120.0,2,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Sumo Deadlift (Barbell)",4,120.0,3,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Sumo Deadlift (Barbell)",5,120.0,3,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Pull Up",1,0.0,8,0,0,"",,
2020-01-25 13:13:35,"Pull",1h 19m,"Pull Up",2,5.0,6,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Pull Up",3,5.0,6,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Pull Up",4,5.0,6,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Pendlay Row (Barbell)",1,50.0,8,0,0,"",,
2020-01-25 13:13:35,"Pull",1h 19m,"Pendlay Row (Barbell)",2,50.0,8,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Pendlay Row (Barbell)",3,50.0,6,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Face Pull (Cable)",1,25.0,12,0,0,"",,
2020-01-25 13:13:35,"Pull",1h 19m,"Face Pull (Cable)",2,25.0,12,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Bicep Curl (Barbell)",1,25.0,10,0,0,"",,
2020-01-25 13:13:35,"Pull",1h 19m,"Bicep Curl (Barbell)",2,25.0,10,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Bicep Curl (Barbell)",3,25.0,10,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Seated Row (Cable)",1,47.0,8,0,0,"",,
2020-01-25 13:13:35,"Pull",1h 19m,"Seated Row (Cable)",2,57.0,8,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Seated Row (Cable)",3,57.0,8,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Seated Row (Cable)",4,57.0,8,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Calf Press on Leg Press",1,95.0,25,0,0,"",,
2020-01-25 13:13:35,"Pull",1h 19m,"Calf Press on Leg Press",2,95.0,25,0,0,,,
2020-01-25 13:13:35,"Pull",1h 19m,"Calf Press on Leg Press",3,95.0,25,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Muscle Up",1,0.0,2,0,0,"","",
2020-01-27 14:11:00,"Full Body ",59m,"Muscle Up",2,0.0,1,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Muscle Up",3,0.0,1,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Hanging Leg Raise",1,0,8,0,0,"",,
2020-01-27 14:11:00,"Full Body ",59m,"Hanging Leg Raise",2,0,7,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Hanging Leg Raise",3,0,7,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Handstand Push Up",1,0,0,0,0,"",,
2020-01-27 14:11:00,"Full Body ",59m,"Handstand Push Up",2,0,0,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Handstand Push Up",3,0,0,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Handstand Push Up",4,0,0,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Pull Up",1,0.0,8,0,0,"",,
2020-01-27 14:11:00,"Full Body ",59m,"Pull Up",2,7.0,6,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Pull Up",3,7.0,5,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Pull Up",4,7.0,4,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Push Up",1,0,12,0,0,"Veldig rolig ",,
2020-01-27 14:11:00,"Full Body ",59m,"Push Up",2,0,12,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Push Up",3,0,12,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"T Bar Row",1,30.0,12,0,0,"Veldig rolig ",,
2020-01-27 14:11:00,"Full Body ",59m,"T Bar Row",2,30.0,12,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"T Bar Row",3,30.0,12,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Bicep Curl (Barbell)",1,18.75,12,0,0,"Tau",,
2020-01-27 14:11:00,"Full Body ",59m,"Bicep Curl (Barbell)",2,18.75,10,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Bicep Curl (Barbell)",3,18.75,10,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Triceps Pushdown (Cable - Straight Bar)",1,21.25,12,0,0,"",,
2020-01-27 14:11:00,"Full Body ",59m,"Triceps Pushdown (Cable - Straight Bar)",2,21.25,12,0,0,,,
2020-01-27 14:11:00,"Full Body ",59m,"Triceps Pushdown (Cable - Straight Bar)",3,18.75,10,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Box Jump",1,0,8,0,0,"","",
2020-01-28 15:59:27,"Legs",37m,"Box Jump",2,0,8,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Box Jump",3,0,8,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Hanging Leg Raise",1,0,6,0,0,"",,
2020-01-28 15:59:27,"Legs",37m,"Hanging Leg Raise",2,0,6,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Leg Extension (Machine)",1,75.0,10,0,0,"",,
2020-01-28 15:59:27,"Legs",37m,"Leg Extension (Machine)",2,85.0,10,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Leg Extension (Machine)",3,85.0,10,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Seated Leg Curl (Machine)",1,61.0,10,0,0,"",,
2020-01-28 15:59:27,"Legs",37m,"Seated Leg Curl (Machine)",2,61.0,10,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Seated Leg Curl (Machine)",3,61.0,10,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Lateral Raise (Dumbbell)",1,10.0,12,0,0,"",,
2020-01-28 15:59:27,"Legs",37m,"Lateral Raise (Dumbbell)",2,10.0,10,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Lateral Raise (Dumbbell)",3,10.0,10,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Upright Row (Barbell)",1,25.0,10,0,0,"",,
2020-01-28 15:59:27,"Legs",37m,"Upright Row (Barbell)",2,25.0,10,0,0,,,
2020-01-28 15:59:27,"Legs",37m,"Upright Row (Barbell)",3,25.0,10,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Muscle Up",1,0.0,1,0,0,"","",
2020-01-30 12:06:28,"Full Body ",1h,"Muscle Up",2,0.0,1,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Muscle Up",3,0.0,1,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Handstand Push Up",1,0,0,0,0,"",,
2020-01-30 12:06:28,"Full Body ",1h,"Handstand Push Up",2,0,0,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Handstand Push Up",3,0,0,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Handstand Push Up",4,0,0,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"L Sit",1,0,0,0,30,"",,
2020-01-30 12:06:28,"Full Body ",1h,"L Sit",2,0,0,0,20,,,
2020-01-30 12:06:28,"Full Body ",1h,"L Sit",3,0,0,0,15,,,
2020-01-30 12:06:28,"Full Body ",1h,"Incline Bench Press (Barbell)",1,40.0,10,0,0,"",,
2020-01-30 12:06:28,"Full Body ",1h,"Incline Bench Press (Barbell)",2,40.0,10,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Incline Bench Press (Barbell)",3,40.0,8,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Pull Up",1,5.0,6,0,0,"",,
2020-01-30 12:06:28,"Full Body ",1h,"Pull Up",2,5.0,6,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Pull Up",3,5.0,6,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Triceps Pushdown (Cable - Straight Bar)",1,24.5,12,0,0,"",,
2020-01-30 12:06:28,"Full Body ",1h,"Triceps Pushdown (Cable - Straight Bar)",2,24.5,12,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Triceps Pushdown (Cable - Straight Bar)",3,24.5,12,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Bicep Curl (Barbell)",1,21.0,10,0,0,"",,
2020-01-30 12:06:28,"Full Body ",1h,"Bicep Curl (Barbell)",2,18.75,12,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Bicep Curl (Barbell)",3,18.75,10,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Lateral Raise (Dumbbell)",1,10.0,10,0,0,"",,
2020-01-30 12:06:28,"Full Body ",1h,"Lateral Raise (Dumbbell)",2,10.0,10,0,0,,,
2020-01-30 12:06:28,"Full Body ",1h,"Lateral Raise (Dumbbell)",3,10.0,10,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Hanging Leg Raise",1,0,7,0,0,"","",
2020-01-31 11:48:38,"Legs",32m,"Hanging Leg Raise",2,0,7,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Hanging Leg Raise",3,0,7,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Calf Press on Leg Press",1,105.0,20,0,0,"",,
2020-01-31 11:48:38,"Legs",32m,"Calf Press on Leg Press",2,105.0,20,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Calf Press on Leg Press",3,105.0,20,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Leg Extension (Machine)",1,85.0,12,0,0,"",,
2020-01-31 11:48:38,"Legs",32m,"Leg Extension (Machine)",2,85.0,10,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Leg Extension (Machine)",3,85.0,10,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Seated Leg Curl (Machine)",1,61.0,10,0,0,"",,
2020-01-31 11:48:38,"Legs",32m,"Seated Leg Curl (Machine)",2,61.0,10,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Seated Leg Curl (Machine)",3,61.0,10,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Lateral Raise (Cable)",1,7.5,6,0,0,"",,
2020-01-31 11:48:38,"Legs",32m,"Lateral Raise (Cable)",2,5.0,8,0,0,,,
2020-01-31 11:48:38,"Legs",32m,"Lateral Raise (Cable)",3,2.5,12,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Bench Press (Barbell)",1,20.0,12,0,0,"Etter double er det pause","",
2020-02-02 15:22:26,"Push",1h 1m,"Bench Press (Barbell)",2,40.0,8,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Bench Press (Barbell)",3,70.0,4,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Bench Press (Barbell)",4,90.0,2,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Bench Press (Barbell)",5,70.0,4,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Bench Press (Barbell)",6,70.0,6,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Bench Press (Barbell)",7,60.0,8,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Strict Military Press (Barbell)",1,20.0,8,0,0,"",,
2020-02-02 15:22:26,"Push",1h 1m,"Strict Military Press (Barbell)",2,35.0,3,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Strict Military Press (Barbell)",3,40.0,6,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Strict Military Press (Barbell)",4,40.0,6,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Strict Military Press (Barbell)",5,40.0,6,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Strict Military Press (Barbell)",6,40.0,5,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Cable Crossover",1,11.25,12,0,0,"",,
2020-02-02 15:22:26,"Push",1h 1m,"Cable Crossover",2,11.25,12,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Cable Crossover",3,11.25,12,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Triceps Extension",1,24.5,12,0,0,"",,
2020-02-02 15:22:26,"Push",1h 1m,"Triceps Extension",2,24.5,12,0,0,,,
2020-02-02 15:22:26,"Push",1h 1m,"Triceps Extension",3,24.5,10,0,0,,,
2020-02-03 14:22:58,"Day3",58m,"Squat (Barbell)",1,20.0,8,0,0,"","",
2020-02-03 14:22:58,"Day3",58m,"Squat (Barbell)",2,60.0,6,0,0,,,
2020-02-03 14:22:58,"Day3",58m,"Squat (Barbell)",3,90.0,3,0,0,,,
2020-02-03 14:22:58,"Day3",58m,"Squat (Barbell)",4,110.0,2,0,0,,,8
2020-02-03 14:22:58,"Day3",58m,"Squat (Barbell)",5,110.0,2,0,0,,,8
2020-02-03 14:22:58,"Day3",58m,"Squat (Barbell)",6,110.0,2,0,0,,,8
2020-02-03 14:22:58,"Day3",58m,"Bench Press (Barbell)",1,20.0,12,0,0,"",,
2020-02-03 14:22:58,"Day3",58m,"Bench Press (Barbell)",2,50.0,8,0,0,,,
2020-02-03 14:22:58,"Day3",58m,"Bench Press (Barbell)",3,70.0,4,0,0,,,
2020-02-03 14:22:58,"Day3",58m,"Bench Press (Barbell)",4,70.0,3,0,0,,,8
2020-02-03 14:22:58,"Day3",58m,"Bench Press (Barbell)",5,70.0,3,0,0,,,8
2020-02-03 14:22:58,"Day3",58m,"Bench Press (Barbell)",6,70.0,3,0,0,,,8
2020-02-03 14:22:58,"Day3",58m,"Seated Row (Cable)",1,47.0,8,0,0,"",,
2020-02-03 14:22:58,"Day3",58m,"Seated Row (Cable)",2,67.0,8,0,0,,,
2020-02-03 14:22:58,"Day3",58m,"Seated Row (Cable)",3,67.0,8,0,0,,,
2020-02-03 14:22:58,"Day3",58m,"Seated Row (Cable)",4,67.0,8,0,0,,,
2020-02-03 14:22:58,"Day3",58m,"Seated Leg Curl (Machine)",1,61.0,12,0,0,"",,
2020-02-03 14:22:58,"Day3",58m,"Seated Leg Curl (Machine)",2,61.0,12,0,0,,,
2020-02-03 14:22:58,"Day3",58m,"Seated Leg Curl (Machine)",3,61.0,12,0,0,,,
2020-02-05 13:43:39,"Day4",35m,"Sumo Deadlift (Barbell)",1,60.0,8,0,0,"","",
2020-02-05 13:43:39,"Day4",35m,"Sumo Deadlift (Barbell)",2,90.0,4,0,0,,,
2020-02-05 13:43:39,"Day4",35m,"Sumo Deadlift (Barbell)",3,120.0,2,0,0,,,
2020-02-05 13:43:39,"Day4",35m,"Sumo Deadlift (Barbell)",4,120.0,3,0,0,,,
2020-02-05 13:43:39,"Day4",35m,"Sumo Deadlift (Barbell)",5,120.0,3,0,0,,,
2020-02-05 13:43:39,"Day4",35m,"Sumo Deadlift (Barbell)",6,120.0,3,0,0,,,
2020-02-05 13:43:39,"Day4",35m,"Incline Bench Press (Barbell)",1,20.0,12,0,0,"",,
2020-02-05 13:43:39,"Day4",35m,"Incline Bench Press (Barbell)",2,50.0,8,0,0,,,
2020-02-05 13:43:39,"Day4",35m,"Incline Bench Press (Barbell)",3,50.0,8,0,0,,,
2020-02-05 13:43:39,"Day4",35m,"Incline Bench Press (Barbell)",4,50.0,8,0,0,,,
2020-02-05 13:43:39,"Day4",35m,"Seated Row (Cable)",1,47.0,8,0,0,"",,
2020-02-05 13:43:39,"Day4",35m,"Seated Row (Cable)",2,67.0,8,0,0,,,
